/*****************************************INTEGRATIVE TEST VECTORS**************************************************/
///////////////////////////////////////////////////Testing vending_machine///////////////////////////////////////////////////////////////////////
//Inputs: clock (N/A), reset - 1'b; food_dispensed - 1'b; coin_inserted - 3'b;
//                     A - 1'b; B - 1'b; C - 1'b; D - 1'b; 
//                     ONE - 1'b; TWO - 1'b; THREE - 1'b; FOUR - 1'b; FIVE - 1'b; 
//             
//Outputs: coin_return - 3'b; food_selection - 5'b;  
//format: reset(x), food_dispensed(x), coin_inserted(xxx),A(x), B(x), C(x), D(x), ONE(x), TWO(x), THREE(x), FOUR(x), FIVE(x),  
//        food_selection(xxxxx), coin_to_return(xxx), num_to_display(xxxxxxxxxx) --> x_x_xxx_x_x_x_x_x_x_x_x_x_xxxxx_xxx_xxxxxxxxxx
//*****************************************INTEGRATIVE TESTS*******************************************************/

/////////////////////////////////////////////Base Cases and Initial tests////////////////////////////////////////////////////////////

//testing reset/initializing system
1_0_000_0_0_0_0_0_0_0_0_0_00000_000_0000000000

//testing inserting one cent
0_0_001_0_0_0_0_0_0_0_0_0_00000_000_0000000000  //inserting one cent
//making a selection with not enough money A3 $0.75 then adding enough money after
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting half dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0000110010	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001001011	//displaying amount inserted
0_0_000_1_0_0_0_0_0_1_0_0_00000_000_0001001011	//selecting A3
0_0_000_0_0_0_0_0_0_0_0_0_00011_000_0001001011	//telling mahcine which selection made
0_0_000_0_0_0_0_0_0_0_0_0_00011_000_0001001011	//expecting nothing to happen
0_0_100_0_0_0_0_0_0_0_0_0_00011_000_0001001011	//adding an extra quarter
0_0_000_0_0_0_0_0_0_0_0_0_00011_000_0001100100	//displaying total and dispensing food
0_1_000_0_0_0_0_0_0_0_0_0_00011_000_0001100100	//food dispensed
1_0_000_0_0_0_0_0_0_0_0_0_00011_000_0000000000	//asking for change/resetting
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//waiting to make sure no change is dispensed

///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//////////////////////////////////////////Testing every selection with change//////////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00000_000_0000000000

//making a selection with exact change A1
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar

0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//displaying amount inserted
0_0_000_1_0_0_0_1_0_0_0_0_00000_000_0001100100	//selecting A1
0_0_000_0_0_0_0_0_0_0_0_0_00001_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00001_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00001_000_0001100100	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_00001_000_0001100100	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_00001_000_0001100100  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00001_000_0000000000

//making a selection with exact change A2
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//displaying amount inserted
0_0_000_1_0_0_0_0_1_0_0_0_00000_000_0001100100	//selecting A2
0_0_000_0_0_0_0_0_0_0_0_0_00010_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00010_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00010_000_0001100100	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_00010_000_0001100100	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_00010_000_0001100100  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00010_000_0000000000

//making a selection with exact change A3
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//displaying amount inserted
0_0_000_1_0_0_0_0_0_1_0_0_00000_000_0001100100	//selecting A3
0_0_000_0_0_0_0_0_0_0_0_0_00011_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00011_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00011_000_0001100100	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_00011_000_0001100100	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_00011_000_0001100100  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00011_000_0000000000

//making a selection with exact change A4
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//displaying amount inserted
0_0_000_1_0_0_0_0_0_0_1_0_00000_000_0001100100	//selecting A4
0_0_000_0_0_0_0_0_0_0_0_0_00100_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00100_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00100_000_0001100100	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_00100_000_0001100100	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_00100_000_0001100100  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00100_000_0000000000

//making a selection with exact change A5
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//displaying amount inserted
0_0_000_1_0_0_0_0_0_0_0_1_00000_000_0001100100	//selecting A5
0_0_000_0_0_0_0_0_0_0_0_0_00101_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00101_000_0001100100	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00101_000_0001100100	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_00101_000_0001100100	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_00101_000_0001100100  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00101_000_0000000000

//making a selection with exact change B1
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001111101	//displaying amount inserted
0_0_000_0_1_0_0_1_0_0_0_0_00000_000_0001111101	//selecting B1
0_0_000_0_0_0_0_0_0_0_0_0_00110_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00110_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00110_000_0001111101	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_00110_000_0001111101	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_00110_000_0001111101  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00110_000_0000000000  //107

//making a selection with exact change B2
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001111101	//displaying amount inserted
0_0_000_0_1_0_0_0_1_0_0_0_00000_000_0001111101	//selecting B2
0_0_000_0_0_0_0_0_0_0_0_0_00111_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00111_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00111_000_0001111101	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_00111_000_0001111101	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_00111_000_0001111101  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00111_000_0000000000  //

//making a selection with exact change B3
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001111101	//displaying amount inserted
0_0_000_0_1_0_0_0_0_1_0_0_00000_000_0001111101	//selecting B3
0_0_000_0_0_0_0_0_0_0_0_0_01000_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01000_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01000_000_0001111101	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_01000_000_0001111101	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_01000_000_0001111101  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_01000_000_0000000000  //

//making a selection with exact change B4
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001111101	//displaying amount inserted
0_0_000_0_1_0_0_0_0_0_1_0_00000_000_0001111101	//selecting B4
0_0_000_0_0_0_0_0_0_0_0_0_01001_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01001_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01001_000_0001111101	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_01001_000_0001111101	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_01001_000_0001111101  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_01001_000_0000000000  //

//making a selection with exact change B5
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001111101	//displaying amount inserted
0_0_000_0_1_0_0_0_0_0_0_1_00000_000_0001111101	//selecting B5
0_0_000_0_0_0_0_0_0_0_0_0_01010_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01010_000_0001111101	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01010_000_0001111101	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_01010_000_0001111101	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_01010_000_0001111101  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_01010_000_0000000000  //

//making a selection with exact change C1
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//displaying amount inserted
0_0_000_0_0_1_0_1_0_0_0_0_00000_000_0010010110	//selecting C1
0_0_000_0_0_0_0_0_0_0_0_0_01011_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01011_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01011_000_0010010110	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_01011_000_0010010110	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_01011_000_0010010110  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_01011_000_0000000000  //

//making a selection with exact change C2
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//displaying amount inserted
0_0_000_0_0_1_0_0_1_0_0_0_00000_000_0010010110	//selecting C2
0_0_000_0_0_0_0_0_0_0_0_0_01100_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01100_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01100_000_0010010110	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_01100_000_0010010110	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_01100_000_0010010110  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_01100_000_0000000000  //

//making a selection with exact change C3
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//displaying amount inserted
0_0_000_0_0_1_0_0_0_1_0_0_00000_000_0010010110	//selecting C3
0_0_000_0_0_0_0_0_0_0_0_0_01101_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01101_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01101_000_0010010110	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_01101_000_0010010110	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_01101_000_0010010110  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_01101_000_0000000000  //

//making a selection with exact change C4
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//displaying amount inserted
0_0_000_0_0_1_0_0_0_0_1_0_00000_000_0010010110	//selecting C4
0_0_000_0_0_0_0_0_0_0_0_0_01110_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01110_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01110_000_0010010110	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_01110_000_0010010110	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_01110_000_0010010110  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_01110_000_0000000000  //

//making a selection with exact change C5
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//displaying amount inserted
0_0_000_0_0_1_0_0_0_0_0_1_00000_000_0010010110	//selecting C5
0_0_000_0_0_0_0_0_0_0_0_0_01111_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01111_000_0010010110	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_01111_000_0010010110	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_01111_000_0010010110	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_01111_000_0010010110  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_01111_000_0000000000  //197

//making a selection with exact change D1
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010101111	//displaying amount inserted
0_0_000_0_0_0_1_1_0_0_0_0_00000_000_0010101111	//selecting D1
0_0_000_0_0_0_0_0_0_0_0_0_10000_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10000_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10000_000_0010101111	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_10000_000_0010101111	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_10000_000_0010101111  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_10000_000_0000000000  //

//making a selection with exact change D2
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010101111	//displaying amount inserted
0_0_000_0_0_0_1_0_1_0_0_0_00000_000_0010101111	//selecting D2
0_0_000_0_0_0_0_0_0_0_0_0_10001_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10001_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10001_000_0010101111	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_10001_000_0010101111	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_10001_000_0010101111  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_10001_000_0000000000  //

//making a selection with exact change D3
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010101111	//displaying amount inserted
0_0_000_0_0_0_1_0_0_1_0_0_00000_000_0010101111	//selecting D3
0_0_000_0_0_0_0_0_0_0_0_0_10010_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10010_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10010_000_0010101111	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_10010_000_0010101111	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_10010_000_0010101111  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_10010_000_0000000000  //

//making a selection with exact change D4
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010101111	//displaying amount inserted
0_0_000_0_0_0_1_0_0_0_1_0_00000_000_0010101111	//selecting D4
0_0_000_0_0_0_0_0_0_0_0_0_10011_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10011_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10011_000_0010101111	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_10011_000_0010101111	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_10011_000_0010101111  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_10011_000_0000000000  //

//making a selection with exact change D5
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_101_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting half dollar
0_0_100_0_0_0_0_0_0_0_0_0_00000_000_0010010110	//inserting quarter
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0010101111	//displaying amount inserted
0_0_000_0_0_0_1_0_0_0_0_1_00000_000_0010101111	//selecting D4
0_0_000_0_0_0_0_0_0_0_0_0_10100_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10100_000_0010101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_10100_000_0010101111	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_10100_000_0010101111	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_10100_000_0010101111  //food picked up

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_10100_000_0000000000  //252

///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//////////////////////////////////Testing every selection with change//////////////////////////////////////////////////////////////////
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00000_000_0000000000

//making a selection with change A1 $1.15
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_011_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting dime
0_0_010_0_0_0_0_0_0_0_0_0_00000_000_0001101110	//inserting nickel
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001110011	//displaying amount inserted
0_0_000_1_0_0_0_1_0_0_0_0_00000_000_0001110011	//selecting A1
0_0_000_0_0_0_0_0_0_0_0_0_00001_000_0001110011	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_00001_000_0001110011	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_00001_000_0001110011  //food picked up
1_0_000_0_0_0_0_0_0_0_0_0_00001_000_0000000000	//asking for change
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//waiting for dime to return 
0_0_000_0_0_0_0_0_0_0_0_0_00000_011_0000000000	//waiting for nickel to return and dispensing dime
0_0_000_0_0_0_0_0_0_0_0_0_00000_010_0000000000	//dispensing nickel
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0000000000  //wait

//resetting system between tests
1_0_000_0_0_0_0_0_0_0_0_0_00000_000_0000000000 //267

//making a selection with exact change A2 $1.11
0_0_110_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//inserting dollar
0_0_011_0_0_0_0_0_0_0_0_0_00000_000_0001100100	//inserting dime
0_0_001_0_0_0_0_0_0_0_0_0_00000_000_0001101110	//inserting penny
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0001101111	//displaying amount inserted
0_0_000_1_0_0_0_0_1_0_0_0_00000_000_0001101111	//selecting A2
0_0_000_0_0_0_0_0_0_0_0_0_00010_000_0001101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00010_000_0001101111	//waiting for food to be dispensed
0_0_000_0_0_0_0_0_0_0_0_0_00010_000_0001101111	//waiting for food to be dispensed
0_1_000_0_0_0_0_0_0_0_0_0_00010_000_0001101111	//food_dispensed 
0_0_000_0_0_0_0_0_0_0_0_0_00010_000_0001101111  //food picked up
1_0_000_0_0_0_0_0_0_0_0_0_00010_000_0000000000	//asking for change
0_0_000_0_0_0_0_0_0_0_0_0_00000_000_0000000000	//waiting for dime to return 
0_0_000_0_0_0_0_0_0_0_0_0_00000_011_0000000000	//waiting for penny to return and dispensing dime
0_0_000_0_0_0_0_0_0_0_0_0_00000_001_0000000000	//dispensing penny
